Pais,Ciudad,Region,ID_Ubi
Senegal,Kaffrine,Birkelane,2330
Senegal,Dakar,Castors,2331
Senegal,Dakar,Dakar,2332
Senegal,Dakar,Thiaroye,2333
Senegal,Dakar,Tilene,2334
Senegal,Dakar,Gueule Tapee,2335
Senegal,Kaolack,Kaolack,2336
Senegal,Kaolack,Porokhane,2337
Senegal,Kaolack,Ndrame Escale,2338
Senegal,Kaolack,N'Doffane,2339
Senegal,Kaolack,Diama Gadio,2340
Senegal,Kolda,Diaobe,2341
Senegal,Kolda,Kolda,2342
Senegal,Kolda,Sare Yoba,2343
Senegal,Tambacounda,Bakel,2344
Senegal,Tambacounda,Kouthiaba,2345
Senegal,Tambacounda,Mereto,2346
Senegal,Tambacounda,Tambacounda,2347
Senegal,Thies,Mbafaye,2348
Senegal,Thies,Thies,2349
Senegal,Thies,Thilmakha,2350
Senegal,Thies,Touba Toul,2351
Senegal,Ziguinchor,Bignona,2352
Senegal,Ziguinchor,Oussouye,2353
Senegal,Ziguinchor,Zigiunchor,2354
Senegal,Ziguinchor,Saint-Maur,2355
Senegal,Diourbel,Bambey,2356
Senegal,Diourbel,Diourbel,2357
Senegal,Diourbel,Ndindy,2358
Senegal,Diourbel,Touba,2359
Senegal,Diourbel,Sandjara,2360
Senegal,Fatick,Diakhao,2361
Senegal,Fatick,Fatick,2362
Senegal,Fatick,Gossas,2363
Senegal,Fatick,Keur I. Yacine,2364
Senegal,Fatick,Mbar,2365
Senegal,Fatick,Passy,2366
Senegal,Fatick,Missirah,2367
Senegal,Louga,Gouille Mbeuth,2368
Senegal,Louga,Louga,2369
Senegal,Louga,Ndiagne,2370
Senegal,Louga,Sagatta,2371
Senegal,Matam,Matam,2372
Senegal,Matam,Orkodiere,2373
Senegal,Matam,Ourossogui,2374
Senegal,Matam,Thiodaye,2375
Senegal,Matam,Velingara,2376
Senegal,Saint louis,Dagana,2377
Senegal,Saint louis,Mpal,2378
Senegal,Saint louis,Saint-Louis,2379
Senegal,Saint louis,Thille Boubacar,2380
Senegal,Saint louis,Dodel,2381
Senegal,Saint louis,Galoya,2382
Senegal,Saint louis,Rosso,2383
Sierra Leone,Eastern,Kenema,2384
Sierra Leone,Eastern,Kailahun,2385
Sierra Leone,Eastern,Kono,2386
Sierra Leone,Northern,Port Loko,2387
Sierra Leone,Northern,Koinadugu,2388
Sierra Leone,Northern,Bombali,2389
Sierra Leone,Northern,Tonkolili,2390
Sierra Leone,Northern,Kambia,2391
Sierra Leone,Southern,Bo,2392
Sierra Leone,Southern,Pujehun,2393
Sierra Leone,Southern,Bonthe,2394
Sierra Leone,Southern,Moyamba,2395
Sierra Leone,Western Area,Freetown,2396
Somalia,Awdal,Borama,2397
Somalia,Bakool,Xudur,2398
Somalia,Bari,Bossaso,2399
Somalia,Bari,Qardho,2400
Somalia,Bay,Baidoa,2401
Somalia,Banadir,Mogadishu,2402
Somalia,Banadir,Karaan,2403
Somalia,Galgaduud,Dhuusamarreeb,2404
Somalia,Gedo,Doolow,2405
Somalia,Hiraan,Beletweyne,2406
Somalia,Hiraan,Buloburto,2407
Somalia,Juba Hoose,Kismayo,2408
Somalia,Juba Hoose,Afmadow,2409
Somalia,Shabelle Hoose,Afgooye,2410
Somalia,Shabelle Dhexe,Jowhar,2411
Somalia,Shabelle Dhexe,Balcad,2412
Somalia,Mudug,Gaalkacyo,2413
Somalia,Mudug,Jariiban,2414
Somalia,Nugaal,Garowe,2415
Somalia,Nugaal,Eyl,2416
Somalia,Sanaag,Ceerigaabo,2417
Somalia,Togdheer,Burco,2418
Somalia,Woqooyi Galbeed,Hargeysa,2419
South Sudan,NA,National Average,2420
South Sudan,NA,Rumbek,2421
South Sudan,NA,Mingkaman,2422
South Sudan,NA,Bentiu,2423
South Sudan,NA,Yida,2424
South Sudan,NA,Konyo Konyo,2425
South Sudan,NA,Torit,2426
South Sudan,NA,Bor,2427
South Sudan,NA,Aweil (Town),2428
South Sudan,NA,Kuajok,2429
South Sudan,NA,Wunrok,2430
South Sudan,NA,Jau,2431
South Sudan,NA,Yambio,2432
South Sudan,NA,Malakal,2433
Sri Lanka,NA,National Average,2434
Sri Lanka,NA,Kandy,2435
Sri Lanka,NA,Matale,2436
Sri Lanka,NA,Nuwara Eliya,2437
Sri Lanka,NA,Ampara,2438
Sri Lanka,NA,Batticaloa,2439
Sri Lanka,NA,Trincomalee,2440
Sri Lanka,NA,Polonnaruwa,2441
Sri Lanka,NA,Anuradhapura,2442
Sri Lanka,NA,Kurunegala,2443
Sri Lanka,NA,Puttalm,2444
Sri Lanka,NA,Jaffna,2445
Sri Lanka,NA,Kilinochchi,2446
Sri Lanka,NA,Mannar,2447
Sri Lanka,NA,Mulaitivu,2448
Sri Lanka,NA,Vavuniya,2449
Sri Lanka,NA,Kegalle,2450
Sri Lanka,NA,Rathnapura,2451
Sri Lanka,NA,Hambantota,2452
Sri Lanka,NA,Galle,2453
Sri Lanka,NA,Matara,2454
Sri Lanka,NA,Monaragala,2455
Sri Lanka,NA,Badulla,2456
Sri Lanka,NA,Colombo City,2457
Sri Lanka,NA,Gampaha,2458
Sri Lanka,NA,Kalutara,2459
State of Palestine,Gaza,Gaza,2460
State of Palestine,Jabalya,Gaza North,2461
State of Palestine,Rafah,Rafah,2462
State of Palestine,Al Khalil (Hebron),Hebron,2463
State of Palestine,Ariha (Jericho),Jericho,2464
State of Palestine,Bethlehem,Bethlehem,2465
State of Palestine,Jenin,Jenin,2466
State of Palestine,Nablus,Nablus,2467
State of Palestine,Qalqiliya,Qalqiliya,2468
State of Palestine,Ramallah,Ramallah,2469
State of Palestine,Tulkarm,Tulkarem,2470
Sudan,Blue Nile,Damazin,2471
Sudan,Kassala,Kassala,2472
Sudan,North Kordofan,El Obeid,2473
Sudan,North Darfur,Al Fashir,2474
Sudan,South Kordofan,Kadugli,2475
Sudan,South Darfur,Eddein,2476
Sudan,South Darfur,Nyala,2477
Sudan,West Kordofan,El Fula,2478
Sudan,West Darfur,El Geneina,2479
Sudan,West Darfur,Zalingi,2480
Sudan,White Nile,Kosti,2481
Sudan,Red Sea,Port Sudan,2482
Swaziland,NA,National Average,2483
Syrian Arab Republic,Al_Qunaytirah,Khan Arnaba,2484
Syrian Arab Republic,Al_Qunaytirah,Rafid,2485
Syrian Arab Republic,Al_Qunaytirah,Al Fiq,2486
Syrian Arab Republic,Aleppo,Aleppo,2487
Syrian Arab Republic,Aleppo,Manbej,2488
Syrian Arab Republic,Aleppo,Al-Bab,2489
Syrian Arab Republic,Aleppo,Moghambo,2490
Syrian Arab Republic,Aleppo,Al-Cha'ar,2491
Syrian Arab Republic,Aleppo,Nabul,2492
Syrian Arab Republic,Aleppo,A’zaz,2493
Syrian Arab Republic,Aleppo,Afrin,2494
Syrian Arab Republic,As_Suweida,Shahba,2495
Syrian Arab Republic,As_Suweida,As-Sweida,2496
Syrian Arab Republic,City_Damascus,Sheikh Saed,2497
Syrian Arab Republic,City_Damascus,Zablatani,2498
Syrian Arab Republic,City_Damascus,Shrebishat,2499
Syrian Arab Republic,City_Damascus,Damascus,2500
Syrian Arab Republic,Damascus,Qudsiya,2501
Syrian Arab Republic,Damascus,Hajar Aswad,2502
Syrian Arab Republic,Damascus,Jaramana,2503
Syrian Arab Republic,Damascus,At Tall,2504
Syrian Arab Republic,Damascus,Eastern Ghouta,2505
Syrian Arab Republic,Dara,Dar'a,2506
Syrian Arab Republic,Dara,Mzeireb,2507
Syrian Arab Republic,Dara,Hrak,2508
Syrian Arab Republic,Dara,Dar'a (XB),2509
Syrian Arab Republic,Dara,Jizeh,2510
Syrian Arab Republic,Dayr_Az_Zor,Deir-ez-Zor,2511
Syrian Arab Republic,Dayr_Az_Zor,Almayadin,2512
Syrian Arab Republic,Hama,Hama,2513
Syrian Arab Republic,Hama,Masyaf,2514
Syrian Arab Republic,Hama,As-Salamiyeh,2515
Syrian Arab Republic,Hassakeh,Al-Hasakeh,2516
Syrian Arab Republic,Hassakeh,Quamishli,2517
Syrian Arab Republic,Hassakeh,Kamishly,2518
Syrian Arab Republic,Homs,Homs,2519
Syrian Arab Republic,Homs,Ekrema,2520
Syrian Arab Republic,Homs,Qaryatein,2521
Syrian Arab Republic,Homs,Jandar,2522
Syrian Arab Republic,Homs,Al-Rastan,2523
Syrian Arab Republic,Homs,Talbiseh,2524
Syrian Arab Republic,Homs,Inshaat,2525
Syrian Arab Republic,Homs,Al-Waer,2526
Syrian Arab Republic,Homs,Al-Houla,2527
Syrian Arab Republic,Idleb,Idleb,2528
Syrian Arab Republic,Idleb,Bennsh,2529
Syrian Arab Republic,Lattakia,Lattakia,2530
Syrian Arab Republic,Lattakia,Jablah,2531
Syrian Arab Republic,Lattakia,Hiffeh,2532
Syrian Arab Republic,Raqqa,Ar-Raqqa,2533
Syrian Arab Republic,Raqqa,Tell Abiad,2534
Syrian Arab Republic,Tartous,Tartous,2535
Syrian Arab Republic,Tartous,Banias,2536
Syrian Arab Republic,Tartous,Safita,2537
Syrian Arab Republic,Tartous,Mashta Elhiu,2538
Tajikistan,NA,National Average,2539
Tajikistan,NA,Khorog,2540
Tajikistan,NA,Kurgan-Tyube,2541
Tajikistan,NA,Khujand,2542
Tajikistan,NA,Dushanbe,2543
Tajikistan,NA,Gharm,2544
Timor-Leste,Baucau,Baucau,2545
Timor-Leste,Baucau,Laga,2546
Timor-Leste,Baucau,Venilale,2547
Timor-Leste,Bobonaro,Balibo,2548
Timor-Leste,Bobonaro,Cailaco,2549
Timor-Leste,Bobonaro,Maliana,2550
Timor-Leste,Dili,Becora,2551
Timor-Leste,Dili,Comoro,2552
Timor-Leste,Dili,Hali-Laren,2553
Timor-Leste,Dili,Dili,2554
Timor-Leste,Oecussi,Baqui,2555
Timor-Leste,Oecussi,Numbey,2556
Timor-Leste,Oecussi,Pune,2557
Turkey,NA,National Average,2558
Turkey,NA,Ankara,2559
Turkey,NA,Istanbul,2560
Turkey,NA,Izmir,2561
Uganda,Kween,Kapchorwa,2562
Uganda,Kyankwanzi,Kiboga,2563
Uganda,Gulu,Gulu,2564
Uganda,Jinja,Jinja,2565
Uganda,Iganga,Iganga,2566
Uganda,Kampala,Owino,2567
Uganda,Lira,Lira,2568
Uganda,Mbarara,Mbarara,2569
Ukraine,NA,National Average,2570
Ukraine,NA,Cherkasy,2571
Ukraine,NA,Chernihiv,2572
Ukraine,NA,Chernivtsi,2573
Ukraine,NA,Dnipropetrovsk,2574
Ukraine,NA,Donetska,2575
Ukraine,NA,Ivano-Frankivsk,2576
Ukraine,NA,Kharkivka,2577
Ukraine,NA,Herson,2578
Ukraine,NA,Khmelnytsky,2579
Ukraine,NA,Kirovograd,2580
Ukraine,NA,m. Sevastopol,2581
Ukraine,NA,Crimea,2582
Ukraine,NA,m. Kyiv,2583
Ukraine,NA,Kiev,2584
Ukraine,NA,Lviv,2585
Ukraine,NA,Luhanska,2586
Ukraine,NA,Mykolaiv,2587
Ukraine,NA,Odessa,2588
Ukraine,NA,Poltava,2589
Ukraine,NA,Rivne,2590
Ukraine,NA,Sums,2591
Ukraine,NA,Ternopil,2592
Ukraine,NA,Vinnitsa,2593
Ukraine,NA,Volyn,2594
Ukraine,NA,Zakarpattya,2595
Ukraine,NA,Zaporizhia,2596
Ukraine,NA,Zhytomyr,2597
United Republic of Tanzania,Arusha,Arusha,2598
United Republic of Tanzania,Dar-es-salaam,Dar Es Salaam,2599
United Republic of Tanzania,Dodoma,Dodoma,2600
United Republic of Tanzania,Iringa,Iringa,2601
United Republic of Tanzania,Kagera,Bukoba,2602
United Republic of Tanzania,Kigoma,Kigoma,2603
United Republic of Tanzania,Kilimanjaro,Moshi,2604
United Republic of Tanzania,Lindi,Lindi,2605
United Republic of Tanzania,Manyara,Babati,2606
United Republic of Tanzania,Mara,Musoma,2607
United Republic of Tanzania,Mbeya,Mbeya,2608
United Republic of Tanzania,Morogoro,Morogoro,2609
United Republic of Tanzania,Mtwara,Mtwara,2610
United Republic of Tanzania,Mwanza,Mwanza,2611
United Republic of Tanzania,Rukwa,Sumbawanga,2612
United Republic of Tanzania,Ruvuma,Songea,2613
United Republic of Tanzania,Shinyanga,Shinyanga,2614
United Republic of Tanzania,Singida,Singida,2615
United Republic of Tanzania,Tabora,Tabora,2616
United Republic of Tanzania,Tanga,Tanga,2617
United Republic of Tanzania,Geita,Geita,2618
United Republic of Tanzania,Katavi,Mpanda,2619
United Republic of Tanzania,Njombe,Njombe,2620
Yemen,Abyan,Zungubar City,2621
Yemen,Al Dhale'e,Addaleh Town,2622
Yemen,Aden,Aden City,2623
Yemen,Al Bayda,Al Bayda City,2624
Yemen,Al Hudaydah,Al Hudaydah City (Hodieda),2625
Yemen,Al Jawf,Al Hazum,2626
Yemen,Al Maharah,Al Ghaidha,2627
Yemen,Al Mahwit,Mahweet City,2628
Yemen,Amran,Amran City,2629
Yemen,Dhamar,Dhamar City,2630
Yemen,Hadramaut,Soqatra (Hudaibo),2631
Yemen,Hadramaut,Sayoun City,2632
Yemen,Hadramaut,Mukalla City,2633
Yemen,Hajjah,Haradh Town,2634
Yemen,Ibb,Ibb City,2635
Yemen,Lahj,Al Hawta Town,2636
Yemen,Marib,Marib City,2637
Yemen,Sa'ada,Sa'ada City,2638
Yemen,Sana'a,Bani Matar,2639
Yemen,Shabwah,Attaq Town,2640
Yemen,Taizz,Taizz City,2641
Yemen,Amanat Al Asimah,Sana'a City,2642
Yemen,Raymah,Al Jabeen,2643
Zambia,Central,Kabwe Rural,2644
Zambia,Central,Kabwe Urban,2645
Zambia,Central,Mkushi,2646
Zambia,Central,Mumbwa,2647
Zambia,Central,Serenje,2648
Zambia,Central,Chibombo,2649
Zambia,Central,Kabwe,2650
Zambia,Central,Kapiri-Mposhi,2651
Zambia,Central,Mambwe,2652
Zambia,Copperbelt,Chingola,2653
Zambia,Copperbelt,Kalulushi,2654
Zambia,Copperbelt,Kitwe,2655
Zambia,Copperbelt,Luanshya,2656
Zambia,Copperbelt,Mufulira,2657
Zambia,Copperbelt,Ndola Rural,2658
Zambia,Copperbelt,Chililabombwe,2659
Zambia,Copperbelt,Lufwanyama,2660
Zambia,Copperbelt,Masaiti,2661
Zambia,Copperbelt,Ndola,2662
Zambia,Copperbelt,Mpongwe,2663
Zambia,Eastern,Chipata,2664
Zambia,Eastern,Lundazi,2665
Zambia,Eastern,Chadiza,2666
Zambia,Eastern,Katete,2667
Zambia,Eastern,Petauke,2668
Zambia,Eastern,Chama,2669
Zambia,Eastern,Nyimba,2670
Zambia,Luapula,Kawambwa,2671
Zambia,Luapula,Mansa,2672
Zambia,Luapula,Mwense,2673
Zambia,Luapula,Nchelenge,2674
Zambia,Luapula,Samfya,2675
Zambia,Luapula,Chiengi,2676
Zambia,Luapula,Milenge,2677
Zambia,Lusaka,Luangwa,2678
Zambia,Lusaka,Lusaka Rural,2679
Zambia,Lusaka,Lusaka Urban,2680
Zambia,Lusaka,Chongwe,2681
Zambia,Lusaka,Kafue,2682
Zambia,Lusaka,Lusaka,2683
Zambia,North-Western,Kasempa,2684
Zambia,North-Western,Mwinilunga,2685
Zambia,North-Western,Solwezi,2686
Zambia,North-Western,Chavuma,2687
Zambia,North-Western,Kabompo,2688
Zambia,North-Western,Mufumbwe,2689
Zambia,North-Western,Zambezi,2690
Zambia,Northern,Isoka,2691
Zambia,Northern,Kasama,2692
Zambia,Northern,Luwingu,2693
Zambia,Northern,Mbala,2694
Zambia,Northern,Mpika,2695
Zambia,Northern,Chilubi,2696
Zambia,Northern,Chinsali,2697
Zambia,Northern,Kaputa,2698
Zambia,Northern,Mporokoso,2699
Zambia,Northern,Mpulungu,2700
Zambia,Northern,Mungwi,2701
Zambia,Northern,Nakonde,2702
Zambia,Southern,Choma,2703
Zambia,Southern,Kalomo,2704
Zambia,Southern,Livingstone,2705
Zambia,Southern,Mazabuka,2706
Zambia,Southern,Monze,2707
Zambia,Southern,Gwembe,2708
Zambia,Southern,Itezhi-tezhi,2709
Zambia,Southern,Kazungula,2710
Zambia,Southern,Namwala,2711
Zambia,Southern,Siavonga,2712
Zambia,Western,Kaoma,2713
Zambia,Western,Mongu,2714
Zambia,Western,Senanga,2715
Zambia,Western,Lukulu,2716
Zambia,Western,Sesheke,2717
Zambia,Western,Shang'ombo,2718
Zambia,Western,Kalabo,2719
Zimbabwe,Bulawayo,Renkini Bus Terminus,2720
Zimbabwe,Harare,Mbare,2721
Zimbabwe,Manicaland,Sakubva,2722
Zimbabwe,Manicaland,Nyanyadzi,2723
Zimbabwe,Manicaland,Checheche,2724
Zimbabwe,Manicaland,Murambinda,2725
Zimbabwe,Mashonaland Central,Bindura,2726
Zimbabwe,Mashonaland Central,Mount Darwin,2727
Zimbabwe,Mashonaland Central,Mushumbi,2728
Zimbabwe,Mashonaland Central,Mahuwe,2729
Zimbabwe,Mashonaland Central,Chikafa,2730
Zimbabwe,Mashonaland Central,Rushinga,2731
Zimbabwe,Mashonaland Central,Chimhanda,2732
Zimbabwe,Mashonaland East,Dombotombo,2733
Zimbabwe,Mashonaland East,Murehwa,2734
Zimbabwe,Mashonaland East,Kotwa,2735
Zimbabwe,Mashonaland East,Makaha,2736
Zimbabwe,Mashonaland East,Suswe,2737
Zimbabwe,Mashonaland East,Nyamapanda,2738
Zimbabwe,Mashonaland East,Nyamande,2739
Zimbabwe,Mashonaland West,Murombedzi,2740
Zimbabwe,Mashonaland West,Chikonohono,2741
Zimbabwe,Mashonaland West,Negande business centre,2742
Zimbabwe,Mashonaland West,Kasvisva,2743
Zimbabwe,Mashonaland West,Mola,2744
Zimbabwe,Masvingo,Mucheke,2745
Zimbabwe,Masvingo,Ngundu,2746
Zimbabwe,Masvingo,Tshovani,2747
Zimbabwe,Masvingo,Mupandawana,2748
Zimbabwe,Masvingo,Rutenga,2749
Zimbabwe,Masvingo,Neshuro,2750
Zimbabwe,Masvingo,Sarahuro,2751
Zimbabwe,Matabeleland North,Nkayi Growth Point,2752
Zimbabwe,Matabeleland North,Binga centre,2753
Zimbabwe,Matabeleland North,Hwange Town Bus Terminus,2754
Zimbabwe,Matabeleland North,Siakobvu,2755
Zimbabwe,Matabeleland North,Siphepha,2756
Zimbabwe,Matabeleland North,Tsholotsho Business Centre,2757
Zimbabwe,Matabeleland North,Nemane,2758
Zimbabwe,Matabeleland South,Gwanda town,2759
Zimbabwe,Matabeleland South,Dulibadzimu Market,2760
Zimbabwe,Matabeleland South,Madlambudzi,2761
Zimbabwe,Matabeleland South,Khame,2762
Zimbabwe,Matabeleland South,Dombodema,2763
Zimbabwe,Matabeleland South,Tjankwa,2764
Zimbabwe,Matabeleland South,Nyele,2765
Zimbabwe,Matabeleland South,Marula,2766
Zimbabwe,Matabeleland South,Plumtree town,2767
Zimbabwe,Matabeleland South,Ingwizi,2768
Zimbabwe,Matabeleland South,Brunaperg,2769
Zimbabwe,Matabeleland South,Mambale,2770
Zimbabwe,Matabeleland South,Maphisa,2771
Zimbabwe,Matabeleland South,Kezi,2772
Zimbabwe,Matabeleland South,Tshelanyemba,2773
Zimbabwe,Matabeleland South,Saint Joseph,2774
Zimbabwe,Matabeleland South,Bazha,2775
Zimbabwe,Matabeleland South,Homestead,2776
Zimbabwe,Midlands,Mandava,2777
Zimbabwe,Midlands,Kombai,2778
Zimbabwe,Midlands,Mabasa,2779
Zimbabwe,Midlands,Matenda,2780
Zimbabwe,Midlands,Mutambi,2781
Zimbabwe,Midlands,Vhugwi,2782
Zimbabwe,Midlands,Murowa,2783
